"id","age","race","sex","mar","ed","prvarrst","curcrim","crime","yrsent","depart","relyr","relmo","expgrp","sexint","paro","higrade","age1st","numarst","numconv","emp1","emp2","emp3","emp4","emp5","emp6","emp7","emp8","emp9","emp10","emp11","emp12","emp13","emp19","frstarrmo","frstarrday","frstarryr","frstcharge","arr2mo","arr2dy","arr2yr","arr3mo","arr3dy","arr3yr","arr4mo","arr4dy","arr4yr","arr5mo","arr5dy","arr5yr","arr6mo","arr6dy","arr6yr","crimper","crimprop","crimoth","numper","numprop","numoth","white","arstdate","reldate","arrstday","arrest","paroled","married","edcomb","fin","male","type","charge","arrstcount","spellnum","length","arrind","begin","end","prevlngth"
10,34.3,1,1,2,5,NA,71,72,0.5,3,76,5,5,1,1,6,17,6,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,9,6,76,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6093,5965,128,1,1,1,5,0,1,1,13,1,1,128,1,0,128,NA
10,34.3,1,1,2,5,NA,71,72,0.5,3,76,5,5,1,1,6,17,6,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,9,6,76,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6093,5965,128,1,1,1,5,0,1,1,13,1,2,237,0,128,365,128
11,44.2,1,1,2,6,NA,NA,52,0.5,3,76,4,2,1,1,7,20,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5935,365,0,1,1,6,1,1,0,0,0,1,365,0,0,365,NA
19,22.1,2,1,1,8,4,NA,1302,3,1,76,2,2,1,0,9,12,8,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,25,76,1203,7,3,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5989,5875,114,1,0,0,8,1,1,2,12,2,1,114,1,0,114,NA
19,22.1,2,1,1,8,4,NA,1302,3,1,76,2,2,1,0,9,12,8,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,25,76,1203,7,3,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5989,5875,114,1,0,0,8,1,1,2,12,2,2,39,1,114,153,114
19,22.1,2,1,1,8,4,NA,1302,3,1,76,2,2,1,0,9,12,8,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,25,76,1203,7,3,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5989,5875,114,1,0,0,8,1,1,2,12,2,3,212,0,153,365,39
24,30,1,1,4,10,NA,NA,56,0.5,1,76,1,2,1,0,9,16,11,2,1,1,1,1,1,1,1,1,1,33,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5844,365,0,0,0,10,1,1,0,0,0,1,365,0,0,365,NA
31,35.1,2,1,1,1,NA,NA,53,0.5,1,76,1,1,1,0,1,32,12,12,11,11,11,11,11,11,11,11,11,33,33,11,11,11,8,15,76,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6071,5844,227,1,0,0,1,1,1,2,26,1,1,227,1,0,227,NA
31,35.1,2,1,1,1,NA,NA,53,0.5,1,76,1,1,1,0,1,32,12,12,11,11,11,11,11,11,11,11,11,33,33,11,11,11,8,15,76,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6071,5844,227,1,0,0,1,1,1,2,26,1,2,138,0,227,365,227
33,23.7,2,1,1,8,NA,24,73,0.5,1,76,1,4,1,0,7,14,5,5,11,11,1,1,1,1,11,11,11,11,11,11,11,11,9,14,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6101,5844,257,1,0,0,8,0,1,1,13,1,1,257,1,0,257,NA
33,23.7,2,1,1,8,NA,24,73,0.5,1,76,1,4,1,0,7,14,5,5,11,11,1,1,1,1,11,11,11,11,11,11,11,11,9,14,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6101,5844,257,1,0,0,8,0,1,1,13,1,2,108,0,257,365,257
35,51.3,1,1,NA,NA,NA,71,72,0.5,1,76,1,5,1,0,12,26,12,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,0,0,12,0,1,0,0,0,1,365,0,0,365,NA
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,1,19,1,0,19,NA
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,2,139,1,19,158,19
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,3,116,1,158,274,139
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,4,18,1,274,292,116
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,5,9,1,292,301,18
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,6,25,1,301,326,9
36,51.2,2,1,NA,NA,NA,NA,75,0.5,1,76,1,2,1,0,2,18,8,4,6,44,44,44,44,44,44,44,44,44,44,44,44,11,1,20,76,1313,6,7,76,10,1,76,10,19,76,10,28,76,11,22,76,0,0,1,0,0,0,0,5863,5844,19,1,0,0,2,1,1,1,13,6,7,39,0,326,365,25
37,21.8,1,1,1,10,NA,99,43,0.5,1,76,1,4,1,0,9,17,4,1,11,11,11,22,22,22,22,22,22,22,22,22,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,5844,365,0,0,0,10,0,1,0,0,0,1,365,0,0,365,NA
45,24,2,2,6,7,1,NA,25,0.5,1,76,2,5,2,0,10,22,3,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,5875,365,0,0,1,7,0,0,0,0,0,1,365,0,0,365,NA
47,22,1,1,1,6,1,1302,1601,2,1,76,2,5,1,0,6,13,16,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,NA,5875,365,0,0,0,6,0,1,0,0,0,1,365,0,0,365,NA
64,28.5,2,1,2,9,NA,75,25,0.5,1,76,2,3,1,0,9,18,40,2,11,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,5875,365,0,0,1,9,1,1,0,0,0,1,365,0,0,365,NA
65,38,1,1,4,8,NA,NA,11,0.5,9,76,1,5,1,0,10,34,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,NA,0,8,0,1,0,0,0,1,365,0,0,365,NA
67,20.1,2,2,1,9,NA,NA,43,0.5,9,76,1,4,2,0,9,13,2,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5844,365,0,NA,0,9,0,0,0,0,0,1,365,0,0,365,NA
70,60.5,2,1,NA,NA,NA,71,72,0.5,9,76,1,5,1,0,6,59,4,1,11,1,1,1,33,33,33,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5844,365,0,NA,0,6,0,1,0,0,0,1,365,0,0,365,NA
76,20,2,2,1,13,8,68,43,0.5,1,76,3,3,2,0,13,13,12,12,11,11,11,1,1,11,11,33,33,33,33,11,11,11,4,7,76,4004,7,14,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5941,5904,37,1,0,0,13,1,0,2,40,2,1,37,1,0,37,NA
76,20,2,2,1,13,8,68,43,0.5,1,76,3,3,2,0,13,13,12,12,11,11,11,1,1,11,11,33,33,33,33,11,11,11,4,7,76,4004,7,14,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5941,5904,37,1,0,0,13,1,0,2,40,2,2,98,1,37,135,37
76,20,2,2,1,13,8,68,43,0.5,1,76,3,3,2,0,13,13,12,12,11,11,11,1,1,11,11,33,33,33,33,11,11,11,4,7,76,4004,7,14,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5941,5904,37,1,0,0,13,1,0,2,40,2,3,230,0,135,365,98
85,24.7,2,1,1,12,NA,NA,11,0.5,9,76,1,4,1,0,12,24,2,1,11,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5844,365,0,NA,0,12,0,1,0,0,0,1,365,0,0,365,NA
86,26.1,2,1,NA,NA,NA,NA,43,0.5,1,76,1,4,1,0,10,16,7,3,11,11,11,11,11,11,11,11,11,11,11,11,11,44,4,20,76,4003,7,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5954,5844,110,1,0,0,10,0,1,2,40,2,1,110,1,0,110,NA
86,26.1,2,1,NA,NA,NA,NA,43,0.5,1,76,1,4,1,0,10,16,7,3,11,11,11,11,11,11,11,11,11,11,11,11,11,44,4,20,76,4003,7,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5954,5844,110,1,0,0,10,0,1,2,40,2,2,76,1,110,186,110
86,26.1,2,1,NA,NA,NA,NA,43,0.5,1,76,1,4,1,0,10,16,7,3,11,11,11,11,11,11,11,11,11,11,11,11,11,44,4,20,76,4003,7,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5954,5844,110,1,0,0,10,0,1,2,40,2,3,179,0,186,365,76
88,26.3,2,1,NA,NA,NA,NA,43,0.5,1,76,2,3,1,0,10,17,8,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5875,365,0,0,0,10,1,1,0,0,0,1,365,0,0,365,NA
90,20.8,2,1,1,11,NA,NA,43,0.5,1,76,1,4,1,0,11,16,4,1,1,1,1,1,1,1,1,1,11,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5844,365,0,0,0,11,0,1,0,0,0,1,365,0,0,365,NA
93,28.4,1,1,2,10,NA,NA,11,0.5,9,76,1,3,1,0,10,27,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,NA,1,10,1,1,0,0,0,1,365,0,0,365,NA
95,25.6,1,1,4,9,NA,NA,72,0.5,9,76,1,2,1,0,8,18,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,NA,0,9,1,1,0,0,0,1,365,0,0,365,NA
101,34.4,1,2,2,8,NA,NA,25,0.5,9,76,1,1,2,0,8,33,1,1,11,1,1,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,5844,365,0,NA,1,8,1,0,0,0,0,1,365,0,0,365,NA
103,47.3,1,1,4,7,1,NA,72,0.5,1,76,1,3,1,0,4,35,13,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,0,0,7,1,1,0,0,0,1,365,0,0,365,NA
104,29.8,1,2,4,14,5,52,53,0.5,1,76,3,3,2,0,12,28,2,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,5904,365,0,0,0,14,1,0,0,0,0,1,365,0,0,365,NA
106,21.6,1,1,NA,NA,NA,NA,71,0.5,9,76,1,1,1,0,7,14,9,3,11,11,11,11,11,11,11,11,11,44,44,44,11,11,3,23,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5926,5844,82,1,NA,0,7,1,1,1,13,1,1,82,1,0,82,NA
106,21.6,1,1,NA,NA,NA,NA,71,0.5,9,76,1,1,1,0,7,14,9,3,11,11,11,11,11,11,11,11,11,44,44,44,11,11,3,23,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5926,5844,82,1,NA,0,7,1,1,1,13,1,2,283,0,82,365,82
108,31.4,2,1,2,12,NA,NA,43,0.5,9,76,1,5,1,0,11,17,9,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5844,365,0,NA,1,12,0,1,0,0,0,1,365,0,0,365,NA
109,19.1,2,1,1,8,1,NA,43,0.5,9,76,1,1,1,0,8,16,8,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,16,76,1399,7,12,76,8,13,76,12,2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,5950,5844,106,1,NA,0,8,1,1,1,13,4,1,106,1,0,106,NA
109,19.1,2,1,1,8,1,NA,43,0.5,9,76,1,1,1,0,8,16,8,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,16,76,1399,7,12,76,8,13,76,12,2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,5950,5844,106,1,NA,0,8,1,1,1,13,4,2,87,1,106,193,106
109,19.1,2,1,1,8,1,NA,43,0.5,9,76,1,1,1,0,8,16,8,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,16,76,1399,7,12,76,8,13,76,12,2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,5950,5844,106,1,NA,0,8,1,1,1,13,4,3,32,1,193,225,87
109,19.1,2,1,1,8,1,NA,43,0.5,9,76,1,1,1,0,8,16,8,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,16,76,1399,7,12,76,8,13,76,12,2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,5950,5844,106,1,NA,0,8,1,1,1,13,4,4,111,1,225,336,32
109,19.1,2,1,1,8,1,NA,43,0.5,9,76,1,1,1,0,8,16,8,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,16,76,1399,7,12,76,8,13,76,12,2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,5950,5844,106,1,NA,0,8,1,1,1,13,4,5,29,0,336,365,111
111,25.7,1,2,2,9,1,11,73,0.5,9,76,4,3,2,1,9,19,4,3,1,1,1,1,1,1,1,1,1,1,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5935,365,0,NA,1,9,1,0,0,0,0,1,365,0,0,365,NA
115,20.7,1,1,1,10,NA,NA,70,0.5,9,76,1,3,1,0,10,16,15,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,76,3562,11,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6093,5844,249,1,NA,0,10,1,1,1,35,2,1,249,1,0,249,NA
115,20.7,1,1,1,10,NA,NA,70,0.5,9,76,1,3,1,0,10,16,15,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,76,3562,11,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6093,5844,249,1,NA,0,10,1,1,1,35,2,2,77,1,249,326,249
115,20.7,1,1,1,10,NA,NA,70,0.5,9,76,1,3,1,0,10,16,15,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,76,3562,11,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6093,5844,249,1,NA,0,10,1,1,1,35,2,3,39,0,326,365,77
118,21.5,2,1,NA,NA,NA,NA,43,0.5,1,76,3,5,1,0,10,13,10,2,11,11,11,11,11,11,11,11,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5904,365,0,0,0,10,0,1,0,0,0,1,365,0,0,365,NA
122,35.5,2,1,1,12,NA,NA,94,0.5,9,76,2,5,1,0,12,20,4,3,11,11,1,1,1,11,1,1,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5875,365,0,NA,0,12,0,1,0,0,0,1,365,0,0,365,NA
138,19.4,1,1,1,8,2,NA,43,0.5,9,76,3,5,1,0,9,17,2,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5904,365,0,NA,0,8,0,1,0,0,0,1,365,0,0,365,NA
141,38.8,1,1,4,11,NA,NA,72,0.5,9,76,3,4,1,1,11,18,40,40,11,33,11,11,11,11,11,1,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5904,365,0,NA,0,11,0,1,0,0,0,1,365,0,0,365,NA
146,21.3,1,1,4,11,2,NA,11,0.5,9,76,1,4,1,0,8,17,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,NA,0,11,0,1,0,0,0,1,365,0,0,365,NA
151,22.9,2,1,1,11,NA,75,1802,1,9,76,4,3,1,0,11,18,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,1,6,2,76,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5997,5935,62,1,NA,0,11,1,1,2,28,1,1,62,1,0,62,NA
151,22.9,2,1,1,11,NA,75,1802,1,9,76,4,3,1,0,11,18,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,1,6,2,76,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5997,5935,62,1,NA,0,11,1,1,2,28,1,2,303,0,62,365,62
157,22.5,2,1,1,10,4,NA,25,0.5,1,76,2,4,1,0,10,16,8,6,11,11,11,11,11,11,11,1,44,44,44,6,11,44,5,1,76,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5965,5875,90,1,0,0,10,0,1,2,23,1,1,90,1,0,90,NA
157,22.5,2,1,1,10,4,NA,25,0.5,1,76,2,4,1,0,10,16,8,6,11,11,11,11,11,11,11,1,44,44,44,6,11,44,5,1,76,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5965,5875,90,1,0,0,10,0,1,2,23,1,2,275,0,90,365,90
167,32.8,2,2,1,10,NA,NA,25,0.5,9,76,1,2,2,0,9,31,4,1,11,11,11,11,11,11,11,11,11,11,11,11,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,5844,365,0,NA,0,10,1,0,0,0,0,1,365,0,0,365,NA
168,23,2,2,1,12,12,25,43,0.5,1,76,4,3,2,0,12,17,30,1,11,11,11,6,1,1,1,1,1,1,1,1,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,NA,5935,365,0,0,0,12,1,0,0,0,0,1,365,0,0,365,NA
169,63.8,1,1,2,12,NA,NA,72,0.5,9,76,3,2,1,0,12,20,7,4,11,11,11,11,11,11,11,11,11,11,11,11,11,33,3,20,76,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5923,5904,19,1,NA,1,12,1,1,2,26,1,1,19,1,0,19,NA
169,63.8,1,1,2,12,NA,NA,72,0.5,9,76,3,2,1,0,12,20,7,4,11,11,11,11,11,11,11,11,11,11,11,11,11,33,3,20,76,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5923,5904,19,1,NA,1,12,1,1,2,26,1,2,346,0,19,365,19
173,28.5,2,1,6,2,1,NA,11,0.5,9,76,1,1,1,0,10,28,6,1,11,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5844,365,0,NA,1,2,1,1,0,0,0,1,365,0,0,365,NA
174,25,1,1,1,11,2,NA,4004,6,9,0,0,1,1,1,12,19,4,2,11,11,11,11,11,11,11,11,11,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,365,0,NA,0,11,1,1,0,0,0,1,365,0,0,365,NA
179,28.9,1,1,4,12,NA,NA,56,0.5,1,76,2,5,1,0,11,27,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5875,365,0,0,0,12,0,1,0,0,0,1,365,0,0,365,NA
182,29.3,1,1,3,8,1,NA,12,0.5,9,76,3,1,1,1,8,18,20,1,11,11,1,1,1,11,11,1,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5904,365,0,NA,0,8,1,1,0,0,0,1,365,0,0,365,NA
186,29.1,2,2,5,6,NA,NA,81,0.5,1,76,1,5,2,0,6,15,4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,76,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5914,5844,70,1,0,0,6,0,0,2,23,1,1,70,1,0,70,NA
186,29.1,2,2,5,6,NA,NA,81,0.5,1,76,1,5,2,0,6,15,4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,76,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5914,5844,70,1,0,0,6,0,0,2,23,1,2,295,0,70,365,70
187,22.5,2,2,1,12,2,NA,81,0.5,1,76,1,2,2,0,12,19,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5844,365,0,0,0,12,1,0,0,0,0,1,365,0,0,365,NA
189,27.9,1,1,4,11,NA,NA,11,0.5,9,76,1,2,1,0,10,18,30,28,11,11,11,11,11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,NA,0,11,1,1,0,0,0,1,365,0,0,365,NA
191,22.3,2,1,2,10,NA,NA,25,0.5,1,76,1,1,1,0,8,15,9,4,11,11,11,11,11,11,11,11,1,1,1,1,1,1,4,3,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5937,5844,93,1,0,1,10,1,1,1,13,1,1,93,1,0,93,NA
191,22.3,2,1,2,10,NA,NA,25,0.5,1,76,1,1,1,0,8,15,9,4,11,11,11,11,11,11,11,11,1,1,1,1,1,1,4,3,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5937,5844,93,1,0,1,10,1,1,1,13,1,2,272,0,93,365,93
193,25.5,1,1,1,8,NA,4004,1601,5,3,76,4,1,1,1,8,13,38,2,11,6,1,1,1,1,1,1,1,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,5935,365,0,1,0,8,1,1,0,0,0,1,365,0,0,365,NA
195,21.4,1,1,3,12,NA,NA,1401,3,9,76,2,2,1,1,11,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,13,76,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6161,5875,286,1,NA,0,12,1,1,2,22,1,1,286,1,0,286,NA
195,21.4,1,1,3,12,NA,NA,1401,3,9,76,2,2,1,1,11,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,13,76,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6161,5875,286,1,NA,0,12,1,1,2,22,1,2,79,0,286,365,286
199,18.9,1,1,1,12,NA,NA,43,0.5,9,76,3,3,1,0,11,17,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,11,3,9,76,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5912,5904,8,1,NA,0,12,1,1,2,23,1,1,8,1,0,8,NA
199,18.9,1,1,1,12,NA,NA,43,0.5,9,76,3,3,1,0,11,17,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,11,3,9,76,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5912,5904,8,1,NA,0,12,1,1,2,23,1,2,357,0,8,365,8
217,18.9,1,1,3,9,NA,NA,44,0.5,1,76,4,3,1,0,9,15,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5935,365,0,0,0,9,1,1,0,0,0,1,365,0,0,365,NA
