"id","age","race","sex","mar","ed","prvarrst","curcrim","crime","yrsent","depart","relyr","relmo","expgrp","sexint","paro","higrade","age1st","numarst","numconv","emp1","emp2","emp3","emp4","emp5","emp6","emp7","emp8","emp9","emp10","emp11","emp12","emp13","emp19","frstarrmo","frstarrday","frstarryr","frstcharge","arr2mo","arr2dy","arr2yr","arr3mo","arr3dy","arr3yr","arr4mo","arr4dy","arr4yr","arr5mo","arr5dy","arr5yr","arr6mo","arr6dy","arr6yr","crimper","crimprop","crimoth","numper","numprop","numoth","white","arstdate","reldate","arrstday","arrest","paroled","married","edcomb","fin","male","type","charge","arrstcount","spellnum","length","arrind","begin","end","prevlngth"
2067,28.8,2,1,6,NA,2,NA,4002,3,1,76,1,4,1,0,5,9,7,3,11,11,11,11,11,11,11,11,11,45,44,44,11,6,2,20,76,2399,8,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5894,5844,50,1,0,1,5,0,1,2,23,2,1,50,1,0,50,NA
2067,28.8,2,1,6,NA,2,NA,4002,3,1,76,1,4,1,0,5,9,7,3,11,11,11,11,11,11,11,11,11,45,44,44,11,6,2,20,76,2399,8,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5894,5844,50,1,0,1,5,0,1,2,23,2,2,184,1,50,234,50
2067,28.8,2,1,6,NA,2,NA,4002,3,1,76,1,4,1,0,5,9,7,3,11,11,11,11,11,11,11,11,11,45,44,44,11,6,2,20,76,2399,8,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5894,5844,50,1,0,1,5,0,1,2,23,2,3,131,0,234,365,184
2070,27.2,1,1,3,10,NA,NA,1902,3,1,76,3,5,1,0,10,14,25,7,11,11,11,11,44,44,44,44,44,44,44,44,11,44,4,2,76,2605,6,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5936,5904,32,1,0,0,10,0,1,2,26,2,1,32,1,0,32,NA
2070,27.2,1,1,3,10,NA,NA,1902,3,1,76,3,5,1,0,10,14,25,7,11,11,11,11,44,44,44,44,44,44,44,44,11,44,4,2,76,2605,6,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5936,5904,32,1,0,0,10,0,1,2,26,2,2,68,1,32,100,32
2070,27.2,1,1,3,10,NA,NA,1902,3,1,76,3,5,1,0,10,14,25,7,11,11,11,11,44,44,44,44,44,44,44,44,11,44,4,2,76,2605,6,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5936,5904,32,1,0,0,10,0,1,2,26,2,3,265,0,100,365,68
2076,31.2,1,1,4,10,1,NA,4006,5,1,76,1,4,1,0,10,22,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,5844,365,0,0,0,10,0,1,0,0,0,1,365,0,0,365,NA
2078,31.2,2,1,3,NA,10,NA,1901,3,1,76,1,1,1,0,10,17,8,6,11,11,6,6,6,6,6,7,44,44,44,44,44,0,3,13,76,2299,5,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5916,5844,72,1,0,0,10,1,1,2,22,2,1,72,1,0,72,NA
2078,31.2,2,1,3,NA,10,NA,1901,3,1,76,1,1,1,0,10,17,8,6,11,11,6,6,6,6,6,7,44,44,44,44,44,0,3,13,76,2299,5,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5916,5844,72,1,0,0,10,1,1,2,22,2,2,60,1,72,132,72
2078,31.2,2,1,3,NA,10,NA,1901,3,1,76,1,1,1,0,10,17,8,6,11,11,6,6,6,6,6,7,44,44,44,44,44,0,3,13,76,2299,5,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5916,5844,72,1,0,0,10,1,1,2,22,2,3,233,0,132,365,60
2092,37.1,2,1,1,9,26,NA,1103,4,1,76,1,2,1,0,8,19,40,9,11,11,44,14,11,4,44,44,44,44,44,44,44,11,7,19,76,3605,8,8,76,10,9,76,12,14,76,0,0,0,0,0,0,1,0,0,0,1,1,0,6044,5844,200,1,0,0,9,1,1,1,36,4,1,200,1,0,200,NA
2092,37.1,2,1,1,9,26,NA,1103,4,1,76,1,2,1,0,8,19,40,9,11,11,44,14,11,4,44,44,44,44,44,44,44,11,7,19,76,3605,8,8,76,10,9,76,12,14,76,0,0,0,0,0,0,1,0,0,0,1,1,0,6044,5844,200,1,0,0,9,1,1,1,36,4,2,20,1,200,220,200
2092,37.1,2,1,1,9,26,NA,1103,4,1,76,1,2,1,0,8,19,40,9,11,11,44,14,11,4,44,44,44,44,44,44,44,11,7,19,76,3605,8,8,76,10,9,76,12,14,76,0,0,0,0,0,0,1,0,0,0,1,1,0,6044,5844,200,1,0,0,9,1,1,1,36,4,3,62,1,220,282,20
2092,37.1,2,1,1,9,26,NA,1103,4,1,76,1,2,1,0,8,19,40,9,11,11,44,14,11,4,44,44,44,44,44,44,44,11,7,19,76,3605,8,8,76,10,9,76,12,14,76,0,0,0,0,0,0,1,0,0,0,1,1,0,6044,5844,200,1,0,0,9,1,1,1,36,4,4,66,1,282,348,62
2092,37.1,2,1,1,9,26,NA,1103,4,1,76,1,2,1,0,8,19,40,9,11,11,44,14,11,4,44,44,44,44,44,44,44,11,7,19,76,3605,8,8,76,10,9,76,12,14,76,0,0,0,0,0,0,1,0,0,0,1,1,0,6044,5844,200,1,0,0,9,1,1,1,36,4,5,17,0,348,365,66
2093,19.6,2,1,1,10,NA,1302,1806,2,1,76,1,1,1,0,NA,8,28,2,11,11,11,11,11,11,44,44,44,44,44,44,44,11,2,16,76,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5890,5844,46,1,0,0,10,1,1,2,22,1,1,46,1,0,46,NA
2093,19.6,2,1,1,10,NA,1302,1806,2,1,76,1,1,1,0,NA,8,28,2,11,11,11,11,11,11,44,44,44,44,44,44,44,11,2,16,76,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5890,5844,46,1,0,0,10,1,1,2,22,1,2,319,0,46,365,46
2100,23.7,2,1,1,NA,2,NA,1901,6,4,76,4,2,1,1,10,20,2,2,11,11,11,11,11,11,11,11,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5935,365,0,1,0,10,1,1,0,0,0,1,365,0,0,365,NA
2102,25.2,1,1,3,9,2,52,1701,4,1,76,1,1,1,0,6,8,30,5,11,11,11,11,11,11,11,11,11,11,11,11,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,NA,5844,365,0,0,0,9,1,1,0,0,0,1,365,0,0,365,NA
2104,18.8,1,1,1,8,1,NA,1813,6,4,76,4,5,1,1,7,11,15,2,11,1,1,1,1,1,1,1,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5935,365,0,1,0,8,0,1,0,0,0,1,365,0,0,365,NA
2112,46.9,1,1,4,10,8,NA,1601,3,1,76,1,5,1,0,10,22,20,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,NA,5844,365,0,0,0,10,0,1,0,0,0,1,365,0,0,365,NA
2118,28.4,1,1,2,8,7,2501,1802,2,3,76,2,1,1,1,8,16,10,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,NA,5875,365,0,1,1,8,1,1,0,0,0,1,365,0,0,365,NA
2139,28.7,1,1,1,9,10,NA,1601,3,1,76,3,5,1,0,10,17,40,21,11,11,1,1,1,1,1,1,1,1,1,1,1,1,9,27,76,5296,10,4,76,10,30,76,11,23,76,0,0,0,0,0,0,0,1,0,0,1,0,1,6114,5904,210,1,0,0,9,0,1,1,52,4,1,210,1,0,210,NA
2139,28.7,1,1,1,9,10,NA,1601,3,1,76,3,5,1,0,10,17,40,21,11,11,1,1,1,1,1,1,1,1,1,1,1,1,9,27,76,5296,10,4,76,10,30,76,11,23,76,0,0,0,0,0,0,0,1,0,0,1,0,1,6114,5904,210,1,0,0,9,0,1,1,52,4,2,7,1,210,217,210
2139,28.7,1,1,1,9,10,NA,1601,3,1,76,3,5,1,0,10,17,40,21,11,11,1,1,1,1,1,1,1,1,1,1,1,1,9,27,76,5296,10,4,76,10,30,76,11,23,76,0,0,0,0,0,0,0,1,0,0,1,0,1,6114,5904,210,1,0,0,9,0,1,1,52,4,3,26,1,217,243,7
2139,28.7,1,1,1,9,10,NA,1601,3,1,76,3,5,1,0,10,17,40,21,11,11,1,1,1,1,1,1,1,1,1,1,1,1,9,27,76,5296,10,4,76,10,30,76,11,23,76,0,0,0,0,0,0,0,1,0,0,1,0,1,6114,5904,210,1,0,0,9,0,1,1,52,4,4,24,1,243,267,26
2139,28.7,1,1,1,9,10,NA,1601,3,1,76,3,5,1,0,10,17,40,21,11,11,1,1,1,1,1,1,1,1,1,1,1,1,9,27,76,5296,10,4,76,10,30,76,11,23,76,0,0,0,0,0,0,0,1,0,0,1,0,1,6114,5904,210,1,0,0,9,0,1,1,52,4,5,98,0,267,365,24
2143,33.6,2,1,6,9,9,NA,1302,3,1,76,3,1,1,0,9,16,15,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,5904,365,0,0,1,9,1,1,0,0,0,1,365,0,0,365,NA
2144,23.4,1,1,1,11,NA,1601,1901,4,9,76,3,2,1,1,10,20,3,3,11,11,11,1,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5904,365,0,NA,0,11,1,1,0,0,0,1,365,0,0,365,NA
2149,27.7,1,1,1,14,3,93,1601,2,1,76,1,1,1,0,11,17,5,2,11,1,1,1,11,11,11,1,11,11,11,11,11,11,6,22,76,5012,8,27,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6017,5844,173,1,0,0,14,1,1,1,50,2,1,173,1,0,173,NA
2149,27.7,1,1,1,14,3,93,1601,2,1,76,1,1,1,0,11,17,5,2,11,1,1,1,11,11,11,1,11,11,11,11,11,11,6,22,76,5012,8,27,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6017,5844,173,1,0,0,14,1,1,1,50,2,2,66,1,173,239,173
2149,27.7,1,1,1,14,3,93,1601,2,1,76,1,1,1,0,11,17,5,2,11,1,1,1,11,11,11,1,11,11,11,11,11,11,6,22,76,5012,8,27,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6017,5844,173,1,0,0,14,1,1,1,50,2,3,126,0,239,365,66
2151,22.6,1,1,4,10,NA,NA,2003,6,4,76,4,1,1,1,10,20,1,1,11,1,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5935,365,0,1,0,10,1,1,0,0,0,1,365,0,0,365,NA
2173,31.5,2,1,4,11,NA,NA,2501,1,3,76,4,4,1,1,11,18,2,2,11,11,1,1,1,1,11,11,11,1,1,1,1,1,4,16,76,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5950,5935,15,1,1,0,11,0,1,1,38,1,1,15,1,0,15,NA
2173,31.5,2,1,4,11,NA,NA,2501,1,3,76,4,4,1,1,11,18,2,2,11,11,1,1,1,1,11,11,11,1,1,1,1,1,4,16,76,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5950,5935,15,1,1,0,11,0,1,1,38,1,2,350,0,15,365,15
2180,22.4,1,1,1,9,NA,NA,2019,3,1,76,2,3,1,0,9,20,2,1,11,11,11,11,11,11,11,11,11,11,11,11,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,5875,365,0,0,0,9,1,1,0,0,0,1,365,0,0,365,NA
2202,40.1,2,1,4,6,2,NA,1701,5,3,76,3,1,1,1,9,19,6,3,11,1,1,1,1,11,6,6,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,5904,365,0,1,0,6,1,1,0,0,0,1,365,0,0,365,NA
2203,24.1,1,1,2,10,NA,2501,1601,3,9,75,12,3,1,0,10,18,18,2,6,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,5813,365,0,NA,1,10,1,1,0,0,0,1,365,0,0,365,NA
2222,24.1,2,1,6,12,1,93,1902,3,1,76,4,3,1,0,11,16,7,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,5935,365,0,0,1,12,1,1,0,0,0,1,365,0,0,365,NA
2262,39.8,2,1,2,12,13,92,4001,3,1,76,5,3,1,0,12,25,5,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,NA,5965,365,0,0,1,12,1,1,0,0,0,1,365,0,0,365,NA
2270,40.7,2,1,1,8,NA,NA,1901,1,1,76,1,4,1,0,8,17,30,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,12,76,2305,7,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6007,5844,163,1,0,0,8,0,1,2,23,2,1,163,1,0,163,NA
2270,40.7,2,1,1,8,NA,NA,1901,1,1,76,1,4,1,0,8,17,30,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,12,76,2305,7,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6007,5844,163,1,0,0,8,0,1,2,23,2,2,40,1,163,203,163
2270,40.7,2,1,1,8,NA,NA,1901,1,1,76,1,4,1,0,8,17,30,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,12,76,2305,7,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6007,5844,163,1,0,0,8,0,1,2,23,2,3,162,0,203,365,40
2275,26.4,2,1,1,10,NA,NA,1806,2,1,76,1,5,1,0,10,25,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,12,13,76,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6191,5844,347,1,0,0,10,0,1,1,35,1,1,347,1,0,347,NA
2275,26.4,2,1,1,10,NA,NA,1806,2,1,76,1,5,1,0,10,25,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,12,13,76,3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6191,5844,347,1,0,0,10,0,1,1,35,1,2,18,0,347,365,347
2277,19.6,2,1,1,11,NA,NA,1901,5,3,76,4,5,1,1,10,17,1,1,11,11,11,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5935,365,0,1,0,11,0,1,0,0,0,1,365,0,0,365,NA
2286,18.8,2,1,1,10,4,93,1902,1,1,76,1,1,1,0,11,17,2,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,27,76,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5961,5844,117,1,0,0,10,1,1,2,29,1,1,117,1,0,117,NA
2286,18.8,2,1,1,10,4,93,1902,1,1,76,1,1,1,0,11,17,2,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,27,76,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5961,5844,117,1,0,0,10,1,1,2,29,1,2,248,0,117,365,117
2296,35.8,2,1,5,10,2,NA,1102,5,3,76,3,1,1,1,11,23,2,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,5904,365,0,1,0,10,1,1,0,0,0,1,365,0,0,365,NA
2300,24.7,2,1,1,11,6,1302,1902,3,1,76,5,4,1,0,11,17,4,2,11,11,11,11,11,11,11,1,1,1,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,5965,365,0,0,0,11,0,1,0,0,0,1,365,0,0,365,NA
2303,25.4,2,1,1,8,NA,NA,1302,3,1,76,4,4,1,0,9,16,3,1,11,1,1,6,6,1,1,1,1,33,33,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,5935,365,0,0,0,8,0,1,0,0,0,1,365,0,0,365,NA
2312,23.1,1,1,2,10,3,NA,3002,2,1,76,1,1,1,0,10,15,11,3,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,0,1,10,1,1,0,0,0,1,365,0,0,365,NA
2314,29.7,1,1,2,10,9,73,1302,3,9,76,3,3,1,1,10,14,6,2,1,1,11,11,1,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,NA,5904,365,0,NA,1,10,1,1,0,0,0,1,365,0,0,365,NA
2319,23.3,1,1,4,NA,NA,4009,1601,2,1,76,1,3,1,0,10,21,5,1,11,11,11,11,11,11,11,11,11,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,5844,365,0,0,0,10,1,1,0,0,0,1,365,0,0,365,NA
2327,28.2,2,1,1,13,3,9905,9905,4,1,76,4,5,1,0,12,23,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,5935,365,0,0,0,13,0,1,0,0,0,1,365,0,0,365,NA
2331,57.1,1,1,5,2,NA,NA,1102,5,3,76,1,4,1,1,2,55,1,1,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5844,365,0,1,0,2,0,1,0,0,0,1,365,0,0,365,NA
2335,26.6,2,1,2,10,1,1802,1601,4,3,76,3,3,1,1,9,11,6,4,11,11,11,11,11,11,11,11,11,11,11,11,11,1,12,28,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6206,5904,302,1,1,1,10,1,1,1,13,1,1,302,1,0,302,NA
2335,26.6,2,1,2,10,1,1802,1601,4,3,76,3,3,1,1,9,11,6,4,11,11,11,11,11,11,11,11,11,11,11,11,11,1,12,28,76,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6206,5904,302,1,1,1,10,1,1,1,13,1,2,63,0,302,365,302
2337,34.3,1,1,2,13,7,NA,1701,2,1,76,1,2,1,0,14,32,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,4,76,5005,10,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6121,5844,277,1,0,1,13,1,1,1,50,2,1,277,1,0,277,NA
2337,34.3,1,1,2,13,7,NA,1701,2,1,76,1,2,1,0,14,32,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,4,76,5005,10,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6121,5844,277,1,0,1,13,1,1,1,50,2,2,6,1,277,283,277
2337,34.3,1,1,2,13,7,NA,1701,2,1,76,1,2,1,0,14,32,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,4,76,5005,10,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6121,5844,277,1,0,1,13,1,1,1,50,2,3,82,0,283,365,6
2342,20.2,1,1,1,7,1,1806,1813,5,9,76,2,3,1,1,7,13,20,5,14,11,11,11,11,1,1,1,1,1,1,1,1,11,3,8,76,1315,2,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5911,5875,36,1,NA,0,7,1,1,1,13,2,1,36,1,0,36,NA
2342,20.2,1,1,1,7,1,1806,1813,5,9,76,2,3,1,1,7,13,20,5,14,11,11,11,11,1,1,1,1,1,1,1,1,11,3,8,76,1315,2,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5911,5875,36,1,NA,0,7,1,1,1,13,2,2,333,1,36,369,36
2342,20.2,1,1,1,7,1,1806,1813,5,9,76,2,3,1,1,7,13,20,5,14,11,11,11,11,1,1,1,1,1,1,1,1,11,3,8,76,1315,2,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5911,5875,36,1,NA,0,7,1,1,1,13,2,3,-4,0,369,365,333
2352,31,1,1,3,7,4,NA,1901,4,3,76,4,2,1,1,7,18,8,1,11,11,11,6,11,6,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,5935,365,0,1,0,7,1,1,0,0,0,1,365,0,0,365,NA
2369,30.9,2,1,2,8,NA,NA,4009,2,1,76,1,2,1,0,10,11,6,4,11,11,11,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5844,365,0,0,1,8,1,1,0,0,0,1,365,0,0,365,NA
2389,56.3,1,1,4,4,2,NA,1901,3,9,76,1,4,1,0,4,31,3,2,11,6,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,5844,365,0,NA,0,4,0,1,0,0,0,1,365,0,0,365,NA
2405,55.5,2,1,NA,NA,1,NA,1102,1,8,76,1,2,1,0,5,35,4,1,11,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5844,365,0,1,0,5,1,1,0,0,0,1,365,0,0,365,NA
2421,20.9,1,1,1,11,NA,NA,4004,1,1,76,2,3,1,0,11,18,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,5875,365,0,0,0,11,1,1,0,0,0,1,365,0,0,365,NA
2424,38.7,1,1,4,12,NA,NA,1103,5,1,76,1,3,1,0,7,25,12,4,1,1,1,1,1,1,33,33,33,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,5844,365,0,0,0,12,1,1,0,0,0,1,365,0,0,365,NA
2436,21.6,2,1,NA,NA,NA,NA,1902,2,9,76,5,1,1,1,12,20,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,26,76,2399,4,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6204,5965,239,1,NA,0,12,1,1,2,23,2,1,239,1,0,239,NA
2436,21.6,2,1,NA,NA,NA,NA,1902,2,9,76,5,1,1,1,12,20,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,26,76,2399,4,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6204,5965,239,1,NA,0,12,1,1,2,23,2,2,115,1,239,354,239
2436,21.6,2,1,NA,NA,NA,NA,1902,2,9,76,5,1,1,1,12,20,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,26,76,2399,4,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6204,5965,239,1,NA,0,12,1,1,2,23,2,3,11,0,354,365,115
2443,31.5,2,1,NA,NA,NA,NA,1901,1,1,76,1,4,1,0,10,19,9,7,11,11,6,6,11,6,11,6,6,6,11,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,5844,365,0,0,0,10,0,1,0,0,0,1,365,0,0,365,NA
2444,33.5,2,1,NA,NA,NA,NA,1901,1,1,76,1,4,1,1,8,17,10,6,11,11,11,11,11,11,11,11,11,11,11,11,11,0,5,26,76,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5990,5844,146,1,0,0,8,0,1,2,12,1,1,146,1,0,146,NA
2444,33.5,2,1,NA,NA,NA,NA,1901,1,1,76,1,4,1,1,8,17,10,6,11,11,11,11,11,11,11,11,11,11,11,11,11,0,5,26,76,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5990,5844,146,1,0,0,8,0,1,2,12,1,2,219,0,146,365,146
2448,42.1,2,1,2,1,NA,NA,1302,2,3,76,4,5,1,1,2,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,30,76,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6117,5935,182,1,1,1,1,0,1,1,38,1,1,182,1,0,182,NA
2448,42.1,2,1,2,1,NA,NA,1302,2,3,76,4,5,1,1,2,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,30,76,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6117,5935,182,1,1,1,1,0,1,1,38,1,2,183,0,182,365,182
2454,25.4,1,1,1,10,2,4009,1802,1,3,76,1,2,1,0,10,23,3,2,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,5844,365,0,1,0,10,1,1,0,0,0,1,365,0,0,365,NA
2456,34.2,2,1,2,9,4,4009,4006,1,1,76,2,1,1,0,11,19,2,2,11,11,11,11,11,11,11,11,11,11,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,5875,365,0,0,1,9,1,1,0,0,0,1,365,0,0,365,NA
2480,24.7,2,1,3,12,NA,NA,4004,4,3,76,7,3,1,1,11,18,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,16,76,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6072,6026,46,1,1,0,12,1,1,2,28,1,1,46,1,0,46,NA
2480,24.7,2,1,3,12,NA,NA,4004,4,3,76,7,3,1,1,11,18,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,16,76,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6072,6026,46,1,1,0,12,1,1,2,28,1,2,319,0,46,365,46
